Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
482,Facundo Roncaglia\51e3954c,ar ARG,DF,Osasuna,33,1987,13.7,3,1,1,18,6,0,15,12,15,0,1,0,171,35,22,61.4
483,Rubén\24279b8b,es ESP,GKMF,Osasuna,36,1984,2.1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,
484,Waldo Rubio\ccaa5728,es ESP,FWMF,Valladolid,24,1995,4.2,1,0,0,9,3,1,3,1,5,0,0,0,32,0,10,0.0
485,Aitor Ruibal\a55d8df5,es ESP,FWMF,Betis,24,1996,17.7,2,0,0,41,19,5,23,21,24,0,0,0,107,15,20,42.9
486,Isma Ruiz\6e36226f,es ESP,MF,Granada,19,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0
487,Víctor Ruiz\b3dc6eca,es ESP,DF,Betis,31,1989,24.0,9,0,0,29,6,3,0,46,11,0,0,2,215,68,38,64.2
488,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,28,1992,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,
489,Modibo Sagnan\76d679c7,fr FRA,DFMF,Real Sociedad,21,1999,6.9,3,0,0,17,6,0,1,7,5,0,0,0,59,16,14,53.3
490,Borja Sainz\1b40049a,es ESP,MFFW,Alavés,19,2001,5.0,1,0,0,16,9,4,11,5,8,0,0,0,35,3,12,20.0
491,Salvi\405f267a,es ESP,MFFW,Cádiz,29,1991,21.5,5,0,0,20,30,7,84,18,12,0,1,0,125,18,36,33.3
492,Fede San Emeterio\efecd633,es ESP,MF,Valladolid,23,1997,16.2,7,0,0,45,17,0,2,15,18,0,1,0,163,28,47,37.3
493,Antonio Sanabria\0a447501,py PAR,FW,Betis,24,1996,10.4,2,0,0,15,13,3,1,2,6,0,0,0,39,36,37,49.3
494,Oihan Sancet\bdb624a3,es ESP,FWMF,Athletic Club,20,2000,11.5,2,0,0,20,22,4,5,3,9,0,0,0,59,15,26,36.6
495,Juan Sánchez Miño\3ae7e4ea,ar ARG,DFMF,Elche,30,1990,5.5,2,0,0,10,7,0,8,4,5,0,0,0,40,4,5,44.4
496,Germán Sánchez\ea9b2ef9,es ESP,DF,Granada,33,1986,29.3,11,1,0,34,31,4,0,26,11,0,0,0,216,88,79,52.7
497,Javi Sánchez\60359288,es ESP,DF,Valladolid,23,1997,10.2,3,0,0,7,3,0,1,13,12,0,0,0,62,18,18,50.0
498,Manuel Sánchez\ffacd3d5,es ESP,DF,Osasuna,19,2000,10.8,4,0,0,16,8,1,30,11,11,0,0,0,82,8,15,34.8
499,Manuel Sánchez\ffacd3d5,es ESP,DF,Atlético Madrid,19,2000,0.5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
500,Oier Sanjurjo\466824fb,es ESP,MF,Osasuna,34,1986,23.2,10,0,0,73,46,4,8,26,32,0,2,0,316,73,67,52.1
501,Ivan Šaponjić\d2aea9ac,rs SRB,FW,Cádiz,22,1997,4.3,2,0,0,15,15,4,0,3,0,0,0,0,19,20,30,40.0
502,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,29,1991,32.8,14,0,0,33,16,3,2,35,26,0,1,0,312,100,47,68.0
503,Jaime Seoane\a62b4888,es ESP,MF,Huesca,23,1997,22.9,5,0,0,50,37,1,15,19,38,0,1,0,201,30,22,57.7
504,Edgar Sevikyan\3e8bb8ce,ru RUS,MF,Levante,18,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
505,Sidnei\b14d0c5d,br BRA,DF,Betis,30,1989,7.7,1,0,0,6,7,0,0,10,4,0,0,0,78,19,20,48.7
506,David Silva\e2716bd0,es ESP,MF,Real Sociedad,34,1986,15.5,4,0,0,26,27,1,12,19,14,0,1,0,127,14,26,35.0
507,Gastón Silva\47d493c3,uy URU,DF,Huesca,26,1994,6.7,2,0,0,9,3,0,1,9,12,0,1,1,48,10,10,50.0
508,Rui Silva\ea83bfa6,pt POR,GK,Granada,26,1994,32.0,1,0,0,2,4,0,0,0,0,0,2,0,171,0,0,
509,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,23,1997,37.0,1,0,0,1,6,1,0,0,0,0,1,0,178,0,1,0.0
510,Dimitris Siovas\92d38e6c,gr GRE,DF,Huesca,31,1988,34.1,5,0,0,42,12,1,12,41,30,0,0,0,345,139,63,68.8
511,Antonio Sivera\9970da54,es ESP,GK,Alavés,23,1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
512,Rafa Soares\062fc2e6,pt POR,DF,Eibar,25,1995,12.6,2,0,0,8,3,1,44,18,16,0,0,0,131,16,16,50.0
513,Rubén Sobrino\19b776e9,es ESP,FWMF,Cádiz,28,1992,12.4,3,0,0,25,31,4,7,11,21,1,0,0,64,23,36,39.0
514,Rubén Sobrino\19b776e9,es ESP,MFFW,Valencia,28,1992,0.5,0,0,0,4,0,0,1,1,3,0,0,0,6,0,3,0.0
515,Augusto Solari\3ca6106c,ar ARG,MF,Celta Vigo,28,1992,5.4,2,0,0,19,6,0,17,4,13,0,0,0,47,12,13,48.0
516,Roberto Soldado\9d66fbe3,es ESP,FW,Granada,35,1985,16.0,8,1,1,28,16,20,16,6,8,0,0,0,69,27,74,26.7
517,Carlos Soler\fed17f5a,es ESP,MF,Valencia,23,1997,30.4,7,0,0,33,43,0,26,21,21,0,0,0,237,21,26,44.7
518,Son\037dbd30,es ESP,DFMF,Levante,26,1994,12.3,3,0,0,17,13,0,42,15,12,0,0,0,100,13,13,50.0
519,David Soria\8f8c6934,es ESP,GK,Getafe,27,1993,28.0,2,0,0,0,3,0,0,0,0,0,0,0,177,0,0,
520,Alberto Soro\452c3055,es ESP,FWMF,Granada,21,1999,4.4,1,0,0,11,10,3,5,4,5,0,0,0,36,5,11,31.3
521,Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,16,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,Damián Suárez\ba5004e1,uy URU,DF,Getafe,32,1988,27.0,13,1,1,60,37,0,63,34,33,0,1,0,261,37,30,55.2
523,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,26,1994,31.7,10,0,0,60,46,1,39,27,35,0,0,0,247,13,17,43.3
524,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,33,1987,27.9,6,0,0,23,43,34,15,6,5,2,0,0,88,25,36,41.0
525,Suso\4e219ad2,es ESP,FW,Sevilla,26,1993,24.6,2,0,0,28,42,6,82,9,13,0,0,0,121,5,14,26.3
526,Tachi\8b625720,es ESP,DF,Alavés,22,1997,9.4,5,1,1,12,18,0,1,9,7,1,0,0,65,21,22,48.8
527,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,25,1995,30.0,11,0,0,78,58,1,5,46,49,0,0,0,351,70,55,56.0
528,Tomás Tavares\0dce3356,pt POR,MFDF,Alavés,19,2001,0.7,0,0,0,0,0,0,2,1,1,0,0,0,4,1,2,33.3
529,Álvaro Tejero\868ce848,es ESP,DF,Eibar,24,1996,1.2,1,0,0,1,0,0,11,0,3,0,0,0,13,1,3,25.0
530,Cristian Tello\72a99e38,es ESP,FWMF,Betis,28,1991,14.3,2,1,1,5,12,3,27,8,9,0,0,0,89,12,13,48.0
531,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,28,1992,31.0,1,0,0,1,1,0,0,0,0,0,1,0,130,0,0,
532,David Timor\174651c8,es ESP,MFDF,Getafe,30,1989,15.5,5,1,0,19,14,0,10,13,8,0,0,1,184,42,36,53.8
533,Toño\d4ef9ac5,es ESP,DF,Levante,30,1989,8.1,2,0,0,9,11,1,19,8,5,0,0,0,55,5,8,38.5
534,Lucas Torreira\52611641,uy URU,MFFW,Atlético Madrid,24,1996,5.8,2,0,0,11,13,1,0,7,6,0,0,0,68,5,8,38.5
535,Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,25,1994,15.6,2,0,0,23,19,0,26,16,26,0,0,0,106,3,18,14.3
536,Pau Torres\532e1e4f,es ESP,DF,Villarreal,23,1997,33.0,2,0,0,12,21,2,4,30,10,0,0,1,298,57,37,60.6
537,Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,31,1989,21.0,0,0,0,16,36,0,62,20,8,1,0,0,151,9,22,29.0
538,Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,26,1994,17.2,4,0,0,36,30,2,4,29,21,0,0,0,217,90,62,59.2
539,Manu Trigueros\963829d0,es ESP,MF,Villarreal,28,1991,28.1,6,1,0,63,49,2,18,15,35,1,0,0,225,20,28,41.7
540,Francisco Trincão\77e39b04,pt POR,FWMF,Barcelona,20,1999,7.8,1,0,0,10,16,8,11,4,4,0,0,0,42,4,9,30.8
541,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,29,1990,27.5,0,0,0,30,20,6,66,38,37,0,0,0,244,53,26,67.1
542,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,26,1993,7.2,1,0,0,15,9,0,0,12,5,0,0,0,69,22,7,75.9
543,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,23,1997,14.6,4,0,0,46,40,5,6,3,7,1,0,0,70,100,113,46.9
544,Tomáš Vaclík\7b456af7,cz CZE,GK,Sevilla,31,1989,5.0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,
545,Eugeni Valderrama\a75b4071,es ESP,FWMF,Huesca,26,1994,1.3,0,0,0,0,3,0,0,3,1,0,0,0,9,1,0,100.0
546,Jesús Vallejo\c2111b45,es ESP,DF,Granada,23,1997,15.0,2,1,0,16,6,2,1,10,8,0,1,0,102,26,26,50.0
547,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,23,1997,10.6,2,0,0,19,22,4,8,6,9,1,0,0,50,8,24,25.0
548,Federico Valverde\0959c2a2,uy URU,MF,Real Madrid,22,1998,14.8,0,0,0,19,12,2,22,22,19,0,0,0,108,9,9,50.0
549,Raphaël Varane\9f8e9423,fr FRA,DF,Real Madrid,27,1993,30.2,2,0,0,17,11,0,1,36,12,0,0,1,253,73,24,75.3
550,Denis Vavro\08990838,sk SVK,DF,Huesca,24,1996,6.8,1,0,0,10,4,0,2,13,1,0,0,1,59,12,12,50.0
551,Franco Vázquez\467bae22,ar ARG,FWMF,Sevilla,31,1989,1.8,1,0,0,6,8,1,3,0,3,0,0,0,18,9,6,60.0
552,Kevin Vázquez\ee923664,es ESP,DF,Celta Vigo,27,1993,6.2,3,0,0,10,10,0,11,11,12,0,1,0,52,6,10,37.5
553,Lucas Vázquez\fd51b456,es ESP,DFFW,Real Madrid,29,1991,20.5,3,0,0,36,32,3,81,15,43,0,0,0,134,10,16,38.5
554,Koke Vegas\bfb15d99,es ESP,GK,Levante,24,1995,1.0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
555,Gabriel Veiga\35a6e5c7,es ESP,MFDF,Celta Vigo,18,2002,1.3,0,0,0,4,3,0,1,0,1,0,0,0,10,0,4,0.0
556,Unai Vencedor Paris\4112ace5,es ESP,MF,Athletic Club,19,2000,18.9,6,0,0,39,22,0,5,16,29,1,0,0,192,19,26,42.2
557,Gonzalo Verdú\1c2c55fc,es ESP,DF,Elche,31,1988,32.7,11,0,0,36,39,2,3,43,24,0,4,0,218,76,45,62.8
558,Mikel Vesga\b0fce72c,es ESP,MF,Athletic Club,27,1993,19.1,7,0,0,46,21,1,5,24,26,0,0,0,225,53,41,56.4
559,Rúben Vezo\c67cd65c,pt POR,DF,Levante,26,1994,25.7,7,0,0,33,21,0,3,35,24,0,1,1,245,60,33,64.5
560,Iñigo Vicente\afafac57,es ESP,FWMF,Athletic Club,22,1998,0.6,0,0,0,0,2,0,6,0,1,0,0,0,11,0,0,
561,Fede Vico\f681a8ef,es ESP,MFFW,Granada,26,1994,8.5,1,0,0,4,16,2,20,15,10,0,0,0,66,4,15,21.1
562,Aleix Vidal\04965583,es ESP,DF,Sevilla,30,1989,6.6,2,0,0,5,15,0,14,10,11,0,0,0,63,11,11,50.0
563,Nacho Vidal\3a9c4b7b,es ESP,DF,Osasuna,25,1995,26.1,10,0,0,48,36,1,41,46,30,0,0,0,215,59,30,66.3
564,Toni Villa\636eae97,es ESP,MFFW,Valladolid,25,1995,10.8,2,0,0,19,31,3,24,7,19,2,0,0,70,8,15,34.8
565,Asier Villalibre\57be54ec,es ESP,FW,Athletic Club,22,1997,17.7,1,0,0,22,37,7,18,3,4,0,0,0,48,57,53,51.8
566,Iván Villar\cde52ef5,es ESP,GK,Celta Vigo,23,1997,19.8,1,0,0,1,1,0,0,0,0,0,1,0,104,0,0,
567,Vitolo\db750822,es ESP,MFFW,Atlético Madrid,30,1989,3.3,2,0,0,6,9,1,1,1,3,1,0,0,20,7,6,53.8
568,Šime Vrsaljko\46a8347f,hr CRO,DF,Atlético Madrid,28,1992,5.8,2,0,0,7,4,1,20,6,13,0,0,0,35,16,14,53.3
569,Nikola Vukčević\4442fbcd,me MNE,MF,Levante,28,1991,9.0,4,0,0,18,8,0,2,5,7,0,1,0,56,16,8,66.7
570,Daniel Wass\d83bbc54,dk DEN,MFDF,Valencia,31,1989,33.1,8,0,0,42,35,7,47,29,35,0,0,0,290,51,56,47.7
571,Shon Weissman\379dc075,il ISR,FW,Valladolid,24,1996,23.7,3,0,0,30,21,22,5,6,9,1,0,0,95,28,79,26.2
572,Iñaki Williams\6a99e0b1,es ESP,FW,Athletic Club,26,1994,26.5,1,0,0,21,36,12,52,3,7,0,0,0,84,42,68,38.2
573,Nico Williams\afdc14d7,es ESP,MF,Athletic Club,18,2002,0.6,0,0,0,1,1,1,2,1,0,0,0,0,6,1,0,100.0
574,Jawad El Yamiq\f6f6b6e8,ma MAR,DF,Valladolid,28,1992,15.3,6,0,0,12,15,2,2,38,16,0,1,0,152,56,22,71.8
575,Rubén Yáñez\039ae103,es ESP,GK,Getafe,26,1993,10.0,2,0,0,1,3,0,0,0,0,0,0,0,47,0,0,
576,Yoel\61bb7498,es ESP,GK,Eibar,31,1988,3.3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,
577,Okay Yokuşlu\e49ce451,tr TUR,MF,Celta Vigo,26,1994,5.1,4,1,0,15,8,2,0,10,10,0,0,0,56,11,10,52.4
578,Joseba Zaldúa\5ca20b7a,es ESP,DF,Real Sociedad,28,1992,7.1,3,0,0,18,9,0,21,6,8,0,0,0,55,17,6,73.9
579,Oier Zarraga\968a1c2f,es ESP,MF,Athletic Club,21,1999,1.1,0,0,0,0,2,0,1,0,1,0,0,0,6,0,2,0.0
580,Igor Zubeldia\5c7845f6,es ESP,DF,Real Sociedad,23,1997,21.8,5,0,0,36,12,2,6,24,21,0,0,0,214,52,30,63.4
581,Martín Zubimendi\3ee0dd59,es ESP,MF,Real Sociedad,21,1999,20.9,6,0,0,37,20,0,2,32,21,0,0,0,187,52,28,65.0
582,Martin Ødegaard\79300479,no NOR,MFFW,Real Madrid,21,1998,2.6,0,0,0,1,1,1,2,1,0,0,0,0,15,2,3,40.0
