Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
272,Omar Khailoti\19d1c41f,it ITA,DF,Bologna,18,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
273,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,31,1989,26.6,3,0,0,25,12,1,1,38,21,0,0,0,215,66,40,62.3
274,Ragnar Klavan\008a6e6d,ee EST,DF,Cagliari,34,1985,8.6,1,0,0,8,1,0,0,7,5,0,1,0,71,10,16,38.5
275,Justin Kluivert\4c3a6744,nl NED,FWMF,Roma,21,1999,0.2,0,0,0,1,0,0,2,0,0,0,0,0,5,0,1,0.0
276,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,29,1991,1.0,1,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0.0
277,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,34,1985,4.3,0,0,0,4,4,0,8,2,5,0,1,0,63,13,5,72.2
278,Márk Kosznovszky\185bf610,hu HUN,MF,Parma,18,2002,1.0,0,0,0,2,0,0,0,3,0,0,0,0,8,0,0,
279,Christian Kouamé\58e933d2,ci CIV,FW,Fiorentina,22,1997,11.1,4,0,0,25,35,5,7,4,11,0,0,0,53,47,50,48.5
280,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,29,1991,24.5,10,1,1,30,12,0,6,30,29,0,0,0,218,45,34,57.0
281,Viktor Kovalenko\9d60028d,ua UKR,FW,Atalanta,24,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
282,Rade Krunić\817c6964,ba BIH,MFFW,Milan,26,1993,8.0,3,0,0,13,22,2,2,4,14,0,1,0,61,10,14,41.7
283,Juraj Kucka\5aaef9ef,sk SVK,MFFW,Parma,33,1987,25.9,8,0,0,69,81,4,14,27,42,0,0,0,183,86,57,60.1
284,Dejan Kulusevski\df3cda47,se SWE,MFFW,Juventus,20,2000,21.4,7,0,0,47,35,5,45,12,25,0,0,0,141,12,38,24.0
285,Marash Kumbulla\a40819d9,al ALB,DF,Roma,20,2000,15.1,8,0,0,28,18,0,1,15,10,0,0,0,99,32,14,69.6
286,Jasmin Kurtić\144607cc,si SVN,MF,Parma,31,1989,30.4,5,0,0,56,41,3,48,33,34,0,0,0,238,36,28,56.3
287,Giorgos Kyriakopoulos\0a483542,gr GRE,DF,Sassuolo,24,1996,16.2,3,1,1,19,8,3,49,14,26,0,0,0,121,20,23,46.5
288,Antonino La Gumina\822a7761,it ITA,FW,Sampdoria,24,1996,3.8,0,0,0,5,6,2,4,4,3,0,0,0,13,11,30,26.8
289,Sam Lammers\c283ddef,nl NED,FWMF,Atalanta,23,1997,3.2,0,0,0,5,6,2,1,0,3,0,0,0,19,10,12,45.5
290,Gianluca Lapadula\2ead2809,pe PER,FW,Benevento,30,1990,28.5,2,0,0,59,75,34,17,7,20,3,0,0,112,40,98,29.0
291,Danilo Larangeira\fed5f993,br BRA,DF,Bologna,36,1984,34.8,8,0,0,42,19,1,3,42,21,0,2,0,335,94,66,58.8
292,Kevin Lasagna\09538fdb,it ITA,FW,Udinese,27,1992,12.3,1,0,0,22,14,9,10,7,3,0,0,0,54,19,38,33.3
293,Kevin Lasagna\09538fdb,it ITA,FW,Hellas Verona,27,1992,14.1,0,0,0,34,24,23,8,4,1,0,0,0,51,25,62,28.7
294,Vincent Laurini\3535098b,fr FRA,DF,Parma,31,1989,9.7,1,0,0,14,17,0,21,15,13,0,0,0,64,7,12,36.8
295,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,29,1990,27.8,3,0,0,13,4,10,96,20,20,0,0,0,229,26,26,50.0
296,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,26,1993,29.0,2,1,0,32,61,2,91,24,15,0,0,1,167,16,22,42.1
297,Rafael Leão\20730eae,pt POR,FW,Milan,21,1999,21.4,5,0,0,31,23,4,35,5,9,1,0,0,79,49,57,46.2
298,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,33,1987,23.7,10,0,0,56,26,1,7,45,45,0,0,0,320,53,44,54.6
299,Lukas Lerager\1b82f8df,dk DEN,MF,Genoa,27,1993,12.9,0,0,0,20,22,3,2,13,20,0,0,0,136,10,14,41.7
300,Mehdi Léris\7d3cbc67,fr FRA,DFMF,Sampdoria,22,1998,4.3,1,0,0,15,4,0,11,12,9,0,0,0,47,9,9,50.0
301,Karlo Letica\4a6914ff,hr CRO,GK,Sampdoria,23,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
302,Gaetano Letizia\3dd45b70,it ITA,DF,Benevento,30,1990,17.4,2,0,0,15,24,0,61,22,27,0,0,0,155,12,7,63.2
303,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,20,1999,24.7,4,0,0,45,26,1,5,28,19,0,0,0,218,65,30,68.4
304,Karol Linetty\d023d70f,pl POL,MF,Torino,25,1995,20.4,5,0,0,34,36,1,7,16,30,0,0,0,166,8,15,34.8
305,Pol Lirola\ff800ed8,es ESP,DFFW,Fiorentina,22,1997,5.5,3,0,0,4,4,1,20,5,5,0,0,0,39,4,5,44.4
306,Fernando Llorente\82dbf623,es ESP,FWMF,Napoli,35,1985,0.6,0,0,0,2,0,0,1,0,0,0,0,0,3,3,3,50.0
307,Fernando Llorente\82dbf623,es ESP,FW,Udinese,35,1985,7.9,2,0,0,21,17,3,1,4,2,0,0,0,37,47,33,58.8
308,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,25,1994,1.7,2,0,0,5,5,0,0,1,1,0,0,0,15,2,2,50.0
309,Manuel Locatelli\a8a874f1,it ITA,MF,Sassuolo,22,1998,32.0,9,0,0,57,63,1,34,43,52,1,1,0,326,53,44,54.6
310,Maxime Lopez\20094685,fr FRA,MF,Sassuolo,22,1997,20.7,7,0,0,29,26,0,12,23,19,0,0,0,133,4,10,28.6
311,Pau López\20b9f052,es ESP,GK,Roma,25,1994,20.2,0,0,0,0,1,0,0,0,0,0,0,0,97,0,0,
312,Matteo Lovato\5fa57166,it ITA,DF,Hellas Verona,20,2000,15.4,5,0,0,24,11,0,3,19,18,0,1,0,187,56,33,62.9
313,Hirving Lozano\a69e4806,mx MEX,FW,Napoli,25,1995,21.8,6,0,0,38,74,11,70,18,20,1,0,0,114,15,22,40.5
314,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,30,1990,27.0,3,0,0,53,20,2,12,73,43,0,1,0,340,87,42,67.4
315,Romelu Lukaku\5eae500a,be BEL,FW,Inter,27,1993,32.0,4,0,0,38,53,19,23,3,5,0,0,0,87,37,62,37.4
316,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,23,1996,23.4,4,0,0,50,44,2,25,15,28,1,0,0,175,26,56,31.7
317,Senad Lulić\7fd58fe3,ba BIH,DFMF,Lazio,34,1986,8.0,1,0,0,14,4,2,23,8,10,0,0,0,57,11,3,78.6
318,Sebastiano Luperto\997fff07,it ITA,DF,Crotone,23,1996,20.9,5,1,1,32,19,0,0,18,19,0,0,0,164,28,25,52.8
319,Lyanco\b5bf1770,br BRA,DF,Torino,23,1997,21.8,8,0,0,26,18,0,5,50,11,0,1,0,237,43,29,59.7
320,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,26,1993,26.9,10,2,2,31,29,2,70,29,15,0,1,0,186,60,35,63.2
321,Lisandro Magallán\01a49bd2,ar ARG,DF,Crotone,26,1993,24.2,10,0,0,73,13,0,1,36,41,0,1,0,213,46,32,59.0
322,Christian Maggio\31d7f557,it ITA,DF,Benevento,38,1982,3.3,2,0,0,7,7,0,3,2,5,0,0,0,26,5,7,41.7
323,Giulio Maggiore\957e4c87,it ITA,MF,Spezia,22,1998,24.6,3,0,0,66,44,4,24,27,48,0,0,0,180,33,29,53.2
324,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,35,1984,4.9,2,0,0,11,8,0,1,5,8,0,0,0,68,3,11,21.4
325,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,24,1995,16.8,8,0,0,47,27,0,1,48,12,0,0,1,187,87,37,70.2
326,Jean-Victor Makengo\22bfb57e,fr FRA,MF,Udinese,22,1998,5.8,1,0,0,16,6,0,2,3,7,0,0,0,47,8,0,100.0
327,Nikola Maksimović\16b9d5cf,rs SRB,DF,Napoli,28,1991,13.4,1,0,0,5,10,0,1,16,6,0,0,1,137,37,13,74.0
328,Kévin Malcuit\d6a889ea,ma MAR,DF,Fiorentina,29,1991,2.3,0,0,0,4,1,0,6,2,2,0,0,0,17,2,1,66.7
329,Kévin Malcuit\d6a889ea,ma MAR,MFFW,Napoli,29,1991,0.4,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,33.3
330,Daniel Maldini\801831fe,it ITA,FWMF,Milan,18,2001,0.3,0,0,0,3,2,0,1,0,0,0,0,0,5,0,0,
331,Ruslan Malinovskyi\48d5bd33,ua UKR,FWMF,Atalanta,27,1993,20.8,3,0,0,49,65,1,31,3,17,0,0,0,153,29,28,50.9
332,Dennis Man\2079b3cc,ro ROU,FWMF,Parma,21,1998,7.8,1,0,0,9,7,0,8,6,4,0,0,0,55,9,9,50.0
333,Gianluca Mancini\5aa53281,it ITA,DF,Roma,24,1996,31.7,10,0,0,74,32,2,10,71,40,0,1,0,241,62,34,64.6
334,Rolando Mandragora\c7259b83,it ITA,MF,Udinese,23,1997,4.4,0,0,0,5,2,1,3,3,5,0,1,0,37,6,2,75.0
335,Rolando Mandragora\c7259b83,it ITA,MF,Torino,23,1997,16.9,5,1,1,38,35,1,13,19,17,0,0,0,192,13,13,50.0
336,Mario Mandžukić\afa0d4e0,hr CRO,FW,Milan,34,1986,2.4,1,0,0,9,3,2,2,1,5,0,0,0,8,13,12,52.0
337,Niccolò Manfredini\e4b39692,it ITA,GK,Benevento,32,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
338,Kostas Manolas\c707411f,gr GRE,DF,Napoli,29,1991,25.5,5,0,0,21,16,1,2,26,21,1,1,0,178,50,33,60.2
339,Juan Manuel Ramos\36d7971a,uy URU,DF,Spezia,23,1996,3.3,1,0,0,3,2,1,2,2,1,0,0,0,23,5,2,71.4
340,Federico Marchetti\f794b426,it ITA,GK,Genoa,37,1983,3.7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
341,Riccardo Marchizza\91d0fabf,it ITA,DF,Spezia,22,1998,17.3,4,0,0,19,14,4,40,19,12,0,1,0,135,27,16,62.8
342,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,28,1992,33.5,7,0,0,50,38,0,3,37,26,1,0,0,298,81,46,63.8
343,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,24,1996,32.9,6,0,0,59,27,3,46,26,49,0,0,0,286,15,22,40.5
344,Marlon\cdf65d12,br BRA,DF,Sassuolo,24,1995,19.4,6,1,1,29,9,0,0,28,19,0,1,0,162,39,27,59.1
345,Luca Marrone\ea468ea8,it ITA,DF,Crotone,30,1990,17.6,8,0,0,38,10,0,0,14,19,0,1,1,176,22,14,61.1
346,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,24,1996,16.5,4,1,0,23,11,0,4,36,31,0,1,0,128,31,31,50.0
347,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,22,1997,28.5,5,0,0,71,69,11,16,28,18,3,0,0,133,32,61,34.4
348,Adam Marušić\d4535821,me MNE,DF,Lazio,27,1992,33.0,3,0,0,22,20,4,50,48,28,0,1,1,232,43,25,63.2
349,Andrea Masiello\e0314d87,it ITA,DF,Genoa,34,1986,28.5,6,0,0,22,12,1,5,41,22,0,1,0,257,39,43,47.6
350,Giuseppe Mastinu\26cd1bff,it ITA,FWMF,Spezia,28,1991,0.4,0,0,0,1,1,0,0,1,1,0,0,0,4,0,0,
351,Ryder Matos\7280b54f,br BRA,MF,Udinese,27,1993,0.1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
352,Federico Mattiello\fba81826,it ITA,DF,Spezia,25,1995,0.4,0,0,0,0,1,0,1,1,0,0,0,0,7,1,2,33.3
353,Borja Mayoral\64e8ed6d,es ESP,FW,Roma,23,1997,17.2,1,0,0,14,29,13,8,3,5,1,0,0,38,16,62,20.5
354,Antonio Mazzotta\4366d5e9,it ITA,DF,Crotone,30,1989,0.6,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,100.0
355,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,25,1994,4.8,2,0,0,4,5,1,2,2,3,0,0,0,36,14,9,60.9
356,Weston McKennie\01c3aff5,us USA,MF,Juventus,21,1998,18.9,5,0,0,49,14,4,15,23,28,0,0,0,128,34,29,54.0
357,Gary Medel\563a68ad,cl CHI,DFMF,Bologna,32,1987,5.7,1,0,0,8,9,0,0,9,7,0,0,0,76,8,8,50.0
358,Soualiho Meïté\5cec2c74,fr FRA,MF,Torino,26,1994,10.2,0,0,0,13,11,1,3,10,6,0,0,0,82,10,8,55.6
359,Soualiho Meïté\5cec2c74,fr FRA,MF,Milan,26,1994,6.5,2,0,0,12,14,2,2,8,12,0,0,0,72,13,8,61.9
360,Filippo Melegoni\6604165d,it ITA,MFDF,Genoa,21,1999,4.3,1,0,0,4,5,0,6,9,3,0,0,0,29,3,1,75.0
361,Arthur Melo\48b3dd60,br BRA,MF,Juventus,23,1996,12.9,3,0,0,15,30,0,0,16,15,0,0,0,133,1,5,16.7
362,Alex Meret\9413b19f,it ITA,GK,Napoli,23,1997,22.0,0,0,0,0,2,0,0,0,0,0,0,0,85,0,0,
363,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Hellas Verona,23,1997,4.6,1,0,0,7,5,0,1,13,4,0,0,0,61,20,9,69.0
364,Dries Mertens\89b2c8a9,be BEL,FWMF,Napoli,33,1987,16.2,2,0,0,20,11,5,32,9,15,0,0,0,75,0,12,0.0
365,Junior Messias\f49c4ae9,br BRA,MFFW,Crotone,29,1991,35.7,6,0,0,36,97,5,60,38,42,1,0,0,237,32,70,31.4
366,Petar Mićin\259deea9,rs SRB,MF,Udinese,21,1998,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
367,Valentin Mihaila\81a4c239,ro ROU,FWMF,Parma,20,2000,7.8,2,0,0,6,8,5,12,4,3,1,0,0,37,1,14,6.7
368,Nikola Milenković\bee704fc,rs SRB,DF,Fiorentina,22,1997,33.7,7,1,0,65,19,0,3,30,40,0,1,0,330,117,35,77.0
369,Sergej Milinković-Savić\4e6dbac4,rs SRB,MF,Lazio,25,1995,30.5,4,0,0,60,58,11,49,37,46,2,2,0,244,95,79,54.6
370,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,23,1997,5.0,0,1,0,0,2,0,0,0,1,0,0,0,28,0,0,
371,Vincenzo Millico\6817095b,it ITA,FWMF,Torino,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
372,Aleksei Miranchuk\a9aa0d1d,ru RUS,FWMF,Atalanta,24,1995,7.5,0,0,0,16,21,2,9,6,10,0,0,0,74,14,12,53.8
373,Antonio Mirante\30223b33,it ITA,GK,Roma,37,1983,12.8,2,0,0,0,1,0,0,0,0,0,0,0,83,0,0,
374,Henrikh Mkhitaryan\dd0daf32,am ARM,FWMF,Roma,31,1989,30.5,2,0,0,41,58,10,44,36,38,1,0,0,214,16,32,33.3
375,Johan Mojica\608f2092,co COL,DFFW,Atalanta,27,1992,3.3,1,0,0,4,2,0,13,2,5,0,1,0,40,4,6,40.0
376,Nahuel Molina\23610943,ar ARG,DF,Udinese,22,1997,20.3,1,0,0,16,12,4,72,32,20,0,2,0,140,11,14,44.0
377,Salvatore Molina\54ab971f,it ITA,MFDF,Crotone,28,1992,25.7,1,0,0,23,41,2,54,20,27,0,0,1,213,23,21,52.3
378,Gabriele Moncini\c4efe2b4,it ITA,FW,Benevento,24,1996,4.0,0,0,0,8,11,2,0,2,1,0,0,0,12,15,16,48.4
379,Cristóbal Montiel\dd52d069,es ESP,DFFW,Fiorentina,20,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
380,Lorenzo Montipò\c1d95617,it ITA,GK,Benevento,24,1996,37.0,3,0,0,3,7,0,0,0,0,0,2,1,160,0,0,
381,Luca Mora\42fff925,it ITA,MFFW,Spezia,32,1988,1.3,0,0,0,3,3,0,1,1,3,0,0,0,5,3,2,60.0
382,Álvaro Morata\129af0db,es ESP,FW,Juventus,27,1992,22.4,3,1,0,41,51,20,29,9,12,1,0,0,88,32,32,50.0
383,Raúl Moro\919dd4b1,es ESP,MF,Lazio,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
384,Mert Müldür\1295552e,tr TUR,DF,Sassuolo,21,1999,18.6,2,0,0,27,20,0,40,23,18,0,0,0,139,17,23,42.5
385,Luis Muriel\eb2fe5b6,co COL,FW,Atalanta,29,1991,16.0,0,0,0,21,25,4,40,7,12,1,0,0,95,27,49,35.5
386,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,26,1994,9.2,1,0,0,17,20,15,4,2,3,0,0,0,43,49,40,55.1
387,Nicola Murru\d183e9d6,it ITA,DF,Torino,25,1994,6.3,0,0,0,13,13,0,21,6,11,0,0,0,54,10,11,47.6
388,Mateo Musacchio\91899ca8,ar ARG,DF,Milan,29,1990,0.4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,
389,Mateo Musacchio\91899ca8,ar ARG,DF,Lazio,29,1990,2.5,2,0,0,3,4,0,0,4,0,0,0,0,14,1,7,12.5
390,Juan Musso\a111cf41,ar ARG,GK,Udinese,26,1994,35.0,5,0,0,4,2,0,0,0,0,0,4,0,170,1,0,100.0
391,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,23,1997,13.5,0,0,0,9,13,0,36,13,11,0,1,0,95,7,15,31.8
392,Radja Nainggolan\1f9328da,be BEL,MF,Inter,32,1988,0.5,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,
393,Radja Nainggolan\1f9328da,be BEL,MF,Cagliari,32,1988,20.5,5,0,0,25,28,0,51,29,34,0,0,0,206,16,18,47.1
394,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,24,1995,30.4,8,1,0,44,61,8,86,29,39,0,0,0,222,44,59,42.7
395,Ilija Nestorovski\b1236c63,mk MKD,FWMF,Udinese,30,1990,7.8,1,0,0,20,18,5,4,4,3,0,0,0,40,17,20,45.9
396,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Torino,30,1990,15.1,5,0,0,17,25,0,0,36,8,0,3,0,136,35,38,47.9
397,Bram Nuytinck\e33f36d5,nl NED,DF,Udinese,30,1990,18.2,1,0,0,10,5,0,3,22,14,0,0,0,110,47,18,72.3
398,Simeon Nwankwo\80dbbd10,ng NGA,FW,Crotone,28,1992,32.7,1,0,0,49,47,23,5,7,8,0,0,0,127,58,115,33.5
399,M'Bala Nzola\a4948e67,ao ANG,FW,Spezia,23,1996,21.1,5,0,0,59,32,26,3,6,8,0,1,0,100,30,106,22.1
400,Pedro Obiang\ba1e04b3,gq EQG,MF,Sassuolo,28,1992,16.3,4,1,0,32,26,0,4,14,27,0,0,0,142,31,23,57.4
401,Brain Oddei\97e8ea97,it ITA,FWMF,Sassuolo,17,2002,0.5,0,0,0,0,1,0,6,1,2,0,0,0,5,0,0,
402,Stefano Okaka\601ef102,it ITA,FW,Udinese,30,1989,16.5,2,0,0,43,37,13,5,5,8,0,0,0,54,30,59,33.7
403,Christian Oliva\d3b888e3,uy URU,MF,Cagliari,24,1996,4.3,2,0,0,7,9,0,2,5,4,0,0,0,42,5,4,55.6
404,Maximiliano Olivera\32a33c68,uy URU,DF,Fiorentina,28,1992,1.0,0,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3
405,Jérôme Onguéné\e81f0356,cm CMR,DF,Genoa,22,1997,2.0,0,0,0,3,1,0,0,5,1,0,0,0,19,4,5,44.4
406,Riccardo Orsolini\e14ec482,it ITA,FWMF,Bologna,23,1997,19.5,0,0,0,24,46,7,36,11,10,0,1,0,112,23,27,46.0
407,Victor Osimhen\8c90fd7a,ng NGA,FW,Napoli,21,1998,17.5,4,0,0,38,36,20,20,9,12,1,0,0,54,37,64,36.6
408,Yordan Osorio\4d17df3e,ve VEN,DF,Parma,26,1994,20.1,2,0,0,23,19,1,2,50,16,0,1,0,182,44,22,66.7
409,David Ospina\82b1198a,co COL,GK,Napoli,31,1988,16.0,2,0,0,1,7,0,0,0,0,0,1,0,73,0,0,
410,Adam Ounas\ed90babd,dz ALG,FWMF,Crotone,23,1996,13.3,1,0,0,12,36,9,27,9,4,0,0,0,87,8,18,30.8
411,Adam Ounas\ed90babd,dz ALG,MFFW,Cagliari,23,1996,3.4,0,0,0,4,12,1,11,5,1,0,0,0,27,3,5,37.5
412,Thomas Ouwejan\36d9dabe,nl NED,DF,Udinese,23,1996,4.6,0,0,0,7,2,0,32,2,3,0,0,0,35,2,9,18.2
413,Daniele Padelli\cf1c23d8,it ITA,GK,Inter,34,1985,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
414,Mattia Pagliuca\ad84294f,it ITA,MF,Bologna,18,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0
415,Rodrigo Palacio\8d8178ac,ar ARG,FW,Bologna,38,1982,27.8,5,0,0,44,77,35,56,7,12,1,0,0,121,45,72,38.5
416,Alberto Paleari\94a3606c,it ITA,GK,Genoa,27,1992,2.3,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,
417,Antonio Palumbo\33e98344,it ITA,MF,Sampdoria,23,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
418,Martin Palumbo\f8d41a8c,no NOR,MF,Udinese,18,2002,0.7,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,
419,Goran Pandev\d711d04f,mk MKD,FWMF,Genoa,37,1983,15.6,5,0,0,18,41,7,10,5,5,0,0,0,92,17,39,30.4
420,Ivor Pandur\457cb02f,hr CRO,GK,Hellas Verona,20,2000,3.7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
421,Vittorio Parigini\75efed2e,it ITA,FWDF,Genoa,24,1996,0.6,0,0,0,0,3,1,3,0,1,0,0,0,4,1,2,33.3
422,Marco Parolo\ed5886d2,it ITA,DFMF,Lazio,35,1985,7.3,5,0,0,21,2,1,0,12,7,0,1,0,78,19,17,52.8
423,Mario Pašalić\e599253a,hr CRO,MFFW,Atalanta,25,1995,12.5,2,0,0,25,12,1,8,9,16,0,0,0,101,19,20,48.7
424,Christian Pastina\38bf62b5,it ITA,DF,Benevento,19,2001,1.3,1,0,0,2,0,0,1,1,2,0,0,0,6,0,1,0.0
425,Javier Pastore\881ef58c,ar ARG,FWMF,Roma,31,1989,0.9,0,0,0,1,1,0,0,1,1,0,0,0,10,2,1,66.7
426,Patric\f7223718,es ESP,DF,Lazio,27,1993,17.7,8,0,0,23,7,2,20,13,13,0,1,0,179,16,17,48.5
427,Leonardo Pavoletti\d37b0350,it ITA,FW,Cagliari,31,1988,17.6,8,0,0,47,34,9,3,4,4,1,0,0,76,115,73,61.2
428,Nehuén Paz\42b1a58a,ar ARG,DF,Bologna,27,1993,4.0,0,0,0,4,2,0,0,11,6,0,0,0,60,25,2,92.6
429,Pedro\3ca7254a,es ESP,FWMF,Roma,33,1987,17.7,5,1,1,28,43,7,29,11,21,2,0,0,81,2,15,11.8
430,João Pedro\81255c03,br BRA,FWMF,Cagliari,28,1992,36.1,4,0,0,56,103,13,34,10,13,3,0,0,173,69,95,42.1
431,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,39,1981,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
432,Graziano Pellè\9654d8de,it ITA,FW,Parma,35,1985,6.8,1,0,0,25,14,4,1,2,2,1,0,0,21,41,29,58.6
433,Lorenzo Pellegrini\4a5a45c7,it ITA,MFFW,Roma,24,1996,28.9,10,0,0,48,60,6,39,29,38,0,1,0,203,18,34,34.6
434,Luca Pellegrini\3b61c9ec,it ITA,DFMF,Genoa,21,1999,7.1,2,0,0,9,18,0,20,5,9,0,0,1,59,5,11,31.3
435,Federico Peluso\4f2908e5,it ITA,DF,Sassuolo,36,1984,2.3,1,0,0,2,1,0,0,2,1,0,0,0,17,2,2,50.0
436,Andreas Pereira\6639e500,br BRA,MFFW,Lazio,24,1996,6.0,7,1,1,12,6,3,24,4,1,0,1,0,49,4,17,19.0
437,Pedro Pereira\c77be0cf,pt POR,DF,Crotone,22,1998,28.3,6,0,0,39,21,5,49,21,37,0,1,0,179,24,36,40.0
438,Gastón Pereiro\7ec7738e,uy URU,MFFW,Cagliari,25,1995,3.0,0,0,0,2,4,0,6,3,3,0,0,0,29,9,6,60.0
439,Bruno Peres\852351df,br BRA,DF,Roma,30,1990,15.9,6,0,0,21,17,1,47,27,14,0,0,0,112,5,15,25.0
440,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,29,1991,32.5,8,0,0,44,67,7,35,27,16,1,0,0,238,12,25,32.4
441,Carles Pérez\a8f21b9f,es ESP,FWMF,Roma,22,1998,8.6,0,0,0,15,8,0,13,3,5,1,0,0,48,3,12,20.0
442,Mattia Perin\4c62d0c8,it ITA,GK,Genoa,27,1992,32.0,1,1,0,1,5,0,0,0,0,0,1,0,158,0,0,
443,Ivan Perišić\6fe90922,hr CRO,DFFW,Inter,31,1989,19.9,3,0,0,14,2,8,79,21,11,0,1,0,141,35,14,71.4
444,Matteo Pessina\780e3631,it ITA,MF,Atalanta,23,1997,18.3,2,0,0,27,36,1,14,14,12,0,0,0,184,20,32,38.5
445,Andrea Petagna\03f946ed,it ITA,FW,Napoli,25,1995,10.7,0,0,0,26,18,6,6,1,2,0,0,0,36,25,34,42.4
446,Jacopo Petriccione\909bce7f,it ITA,MF,Crotone,25,1995,10.6,5,1,0,18,19,0,3,8,9,0,0,0,84,6,9,40.0
447,Jens Petter Hauge\12c35abe,no NOR,FWMF,Milan,20,1999,5.9,0,0,0,11,3,1,2,2,4,0,0,0,31,3,14,17.6
448,Germán Pezzella\8c725b43,ar ARG,DF,Fiorentina,29,1991,30.5,5,0,0,36,19,4,4,34,26,0,2,0,231,73,45,61.9
449,Giuseppe Pezzella\149c5f5d,it ITA,DF,Parma,22,1997,20.3,7,0,0,27,26,0,61,24,25,0,0,0,149,20,14,58.8
450,Cristiano Piccini\32c0491f,it ITA,DF,Atalanta,27,1992,0.7,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,
451,Roberto Piccoli\1cadaf34,it ITA,FW,Spezia,19,2001,7.8,0,0,0,17,14,3,2,2,6,1,0,0,27,19,45,29.7
452,Andrea Pinamonti\08aa9cd1,it ITA,FW,Inter,21,1999,1.9,0,0,0,2,7,1,1,0,0,0,0,0,10,2,3,40.0
453,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,30,1990,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
454,Fabio Pisacane\56400c01,it ITA,DF,Cagliari,34,1986,2.5,1,0,0,2,1,0,1,3,2,0,0,0,12,3,1,75.0
455,Marko Pjaca\2c38b327,hr CRO,FWMF,Genoa,25,1995,15.8,0,0,0,20,27,2,8,8,11,0,0,0,73,13,50,20.6
456,Tommaso Pobega\55a1cac2,it ITA,MF,Spezia,21,1999,13.7,6,0,0,32,20,0,7,14,21,3,1,0,87,20,19,51.3
457,Andrea Poli\b3fd7075,it ITA,MF,Bologna,30,1989,4.3,1,0,0,8,8,0,2,7,7,0,0,1,45,2,6,25.0
