Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
199,Jonas Hofmann\2903a856,de GER,FWMF,M'Gladbach,28,1992,20.2,1,0,0,18,23,9,43,31,20,0,0,0,143,10,15,40.0
200,Marco Höger\4114f306,de GER,DFMF,Köln,30,1989,0.6,0,0,0,0,2,0,2,1,3,0,0,0,9,3,6,33.3
201,Lucas Höler\ca618d23,de GER,FWMF,Freiburg,26,1994,23.2,5,0,0,38,82,14,25,15,18,1,0,0,144,83,84,49.7
202,Matthew Hoppe\1bc432b7,us USA,FW,Schalke 04,19,2001,14.5,3,0,0,20,16,8,2,9,10,0,0,0,54,25,71,26.0
203,Jannes Horn\2b83fa49,de GER,DF,Köln,23,1997,19.6,6,0,0,16,25,0,44,18,19,0,0,0,166,31,26,54.4
204,Timo Horn\3cd9e95a,de GER,GK,Köln,27,1993,33.4,0,0,0,0,1,0,0,1,0,0,0,0,192,0,0,
205,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,30,1989,28.5,1,0,0,1,3,0,0,0,0,0,1,1,172,1,0,100.0
206,Ajdin Hrustic\1f2d714c,au AUS,MFFW,Eint Frankfurt,24,1996,3.0,2,0,0,8,5,0,9,3,5,0,0,0,33,2,3,40.0
207,Florian Hübner\e87ad81a,de GER,DF,Union Berlin,29,1991,5.8,3,0,0,16,9,0,1,11,4,0,0,0,62,23,11,67.6
208,Mats Hummels\05d548d8,de GER,DF,Dortmund,31,1988,31.3,6,0,0,29,18,7,2,68,40,0,0,0,413,132,45,74.6
209,Klaas-Jan Huntelaar\5042e5c2,nl NED,FW,Schalke 04,36,1983,6.5,2,0,0,14,13,4,1,3,2,0,1,0,18,14,18,43.8
210,Iago\054849d2,br BRA,DF,Augsburg,23,1997,17.3,2,0,0,12,11,1,39,19,20,0,1,0,157,24,35,40.7
211,Vedad Ibišević\c3fd9887,ba BIH,FW,Schalke 04,35,1984,1.7,1,0,0,3,0,3,0,0,0,0,0,0,1,6,7,46.2
212,Blendi Idrizi\58450270,xk KVX,MF,Schalke 04,22,1998,2.6,1,0,0,5,1,0,1,10,5,0,0,0,24,2,11,15.4
213,Stefan Ilsanker\8494acc4,at AUT,MFDF,Eint Frankfurt,31,1989,17.5,4,0,0,34,14,1,3,24,28,0,1,0,235,38,28,57.6
214,Marcus Ingvartsen\271b8617,dk DEN,MFFW,Union Berlin,24,1996,21.8,4,0,0,47,31,5,24,30,14,1,1,0,152,48,52,48.0
215,Ismail Jakobs\a0415710,de GER,DFMF,Köln,20,1999,19.2,6,0,0,25,16,3,62,18,12,1,0,0,140,25,18,58.1
216,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,30,1990,3.0,1,0,0,2,4,0,0,4,7,0,0,0,35,4,2,66.7
217,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,35,1984,8.0,0,0,0,1,1,0,0,0,0,0,1,0,39,0,0,
218,Tin Jedvaj\f820504e,hr CRO,DF,Leverkusen,24,1995,1.7,0,0,0,4,0,0,2,4,0,0,0,0,8,3,2,60.0
219,Fredrik Jensen\3eeb80e0,fi FIN,FWMF,Augsburg,22,1997,4.2,0,0,0,8,3,1,4,5,2,0,0,0,34,4,18,18.2
220,Marco John\d9e196bf,de GER,DF,Hoffenheim,18,2002,11.1,1,0,0,6,14,1,27,13,12,0,1,0,97,12,24,33.3
221,Luka Jović\4d8cd038,rs SRB,FWMF,Eint Frankfurt,22,1997,9.9,2,0,0,13,8,3,5,1,4,0,0,0,34,30,47,39.0
222,Ozan Kabak\2d61d13a,tr TUR,DF,Schalke 04,20,2000,13.8,6,1,1,20,8,1,0,16,11,0,3,0,131,60,19,75.9
223,Pavel Kadeřábek\79c90e45,cz CZE,DF,Hoffenheim,28,1992,17.6,3,0,0,24,18,4,59,17,15,0,0,0,98,42,49,46.2
224,Florian Kainz\94c18565,at AUT,FWMF,Köln,27,1992,5.0,0,0,0,7,16,0,16,5,4,0,0,0,39,2,7,22.2
225,Sasa Kalajdzic\15f24fe7,at AUT,FW,Stuttgart,23,1997,23.7,1,0,0,33,42,3,5,7,6,1,0,0,89,108,82,56.8
226,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,23,1996,26.2,3,0,0,47,33,7,42,26,29,1,0,0,186,26,35,42.6
227,Marcin Kamiński\463503e2,pl POL,DF,Stuttgart,28,1992,2.4,0,0,0,2,1,0,2,1,1,0,0,0,32,10,6,62.5
228,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,29,1990,21.5,6,0,0,49,29,1,2,30,42,0,1,0,253,18,22,45.0
229,Jimmy Kaparos\11bc43f4,de GER,MF,Schalke 04,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,Atakan Karazor\5762be5c,de GER,DFMF,Stuttgart,23,1996,11.5,3,0,0,17,18,0,0,18,14,0,1,0,148,31,28,52.5
231,Loris Karius\32e7ce92,de GER,GK,Union Berlin,27,1993,3.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
232,Silas Katompa\de4cac2d,cd COD,DFFW,Stuttgart,21,1998,21.3,6,0,0,32,44,13,41,23,30,1,0,0,161,15,30,33.3
233,Noah Katterbach\e27de4fa,de GER,DF,Köln,19,2001,12.3,1,0,0,9,18,1,25,11,15,0,0,0,121,21,29,42.0
234,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,20,2000,5.5,1,0,0,12,7,0,0,10,8,0,0,0,65,18,6,75.0
235,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,25,1995,30.3,5,0,0,40,40,0,10,52,42,0,1,1,336,102,49,67.5
236,Rani Khedira\59e4b92e,de GER,MF,Augsburg,26,1994,20.2,5,0,0,26,22,0,8,23,20,0,1,0,192,33,35,48.5
237,Sami Khedira\38ac43d3,de GER,MF,Hertha BSC,33,1987,4.4,1,0,0,8,4,0,2,10,8,0,0,0,41,7,4,63.6
238,Luca Kilian\610aa1e9,de GER,DF,Mainz 05,20,1999,4.2,1,0,0,4,3,0,0,1,4,0,0,0,47,13,5,72.2
239,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,25,1995,24.4,4,0,0,24,48,0,40,41,34,0,0,0,286,15,17,46.9
240,Davy Klaassen\15fd5593,nl NED,MF,Werder Bremen,27,1993,2.5,1,0,0,6,5,0,1,2,2,0,0,0,30,2,4,33.3
241,Felix Klaus\aeda1f69,de GER,DFMF,Wolfsburg,27,1992,1.5,0,0,0,3,1,0,1,0,8,0,0,0,11,5,5,50.0
242,Klauss\f5ae006d,br BRA,FWDF,Hoffenheim,23,1997,0.6,0,0,0,3,1,0,0,0,0,0,0,0,4,2,4,33.3
243,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,27,1992,4.7,0,0,0,6,5,0,7,5,5,0,0,0,48,4,7,36.4
244,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,20,2000,13.3,1,0,0,15,20,0,6,3,14,2,0,0,75,7,8,46.7
245,Fabian Klos\e21042ae,de GER,FW,Arminia,32,1987,30.1,4,0,0,57,55,14,26,10,14,0,0,0,139,222,203,52.2
246,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,24,1996,16.1,2,0,0,7,9,1,7,19,13,0,0,0,160,24,25,49.0
247,Justin Kluivert\4c3a6744,nl NED,FW,RB Leipzig,21,1999,9.0,2,0,0,14,15,7,25,3,3,0,0,0,52,8,13,38.1
248,Lukas Klünter\92948149,de GER,DF,Hertha BSC,24,1996,11.0,0,0,0,5,12,0,9,13,7,0,0,1,102,9,12,42.9
249,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,18,2002,0.8,0,0,0,3,2,0,6,1,0,0,0,0,4,1,1,50.0
250,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,28,1992,33.8,4,0,0,39,12,4,0,43,34,0,1,0,429,90,80,52.9
251,Gregor Kobel\cd59b9df,ch SUI,GK,Stuttgart,22,1997,33.0,0,0,0,0,4,0,0,0,0,0,0,0,196,0,0,
252,Dominik Kohr\0fbecd11,de GER,MFFW,Eint Frankfurt,26,1994,2.9,1,0,0,10,4,0,4,5,11,0,0,0,39,6,7,46.2
253,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,26,1994,14.1,3,0,0,36,21,0,3,29,29,0,0,0,162,30,18,62.5
254,Sead Kolašinac\3935e52e,ba BIH,DFMF,Schalke 04,27,1993,15.8,5,0,0,16,14,2,22,36,14,0,1,0,130,14,25,35.9
255,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,21,1999,7.7,2,0,0,14,17,0,0,10,5,0,1,0,74,30,10,75.0
256,Filip Kostić\b1cd37e6,rs SRB,DF,Eint Frankfurt,27,1992,28.2,4,0,0,22,25,4,221,31,34,0,0,0,236,20,22,47.6
257,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,18,2002,1.3,1,1,0,3,4,0,0,1,1,0,0,0,13,7,0,100.0
258,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,29,1991,26.4,2,0,0,5,44,9,60,12,5,0,0,0,149,6,20,23.1
259,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,29,1991,22.6,5,0,0,38,25,0,5,36,39,0,0,0,272,28,31,47.5
260,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,32,1988,18.1,0,0,0,6,14,8,29,5,4,0,0,0,102,18,38,32.1
261,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,27,1992,9.8,2,0,0,19,12,1,18,17,13,0,2,0,94,24,11,68.6
262,Pierre Kunde\9ceb7642,cm CMR,MF,Mainz 05,25,1995,5.7,1,0,0,12,9,1,3,7,6,0,0,0,74,1,3,25.0
263,Fabian Kunze\d25fee56,de GER,MF,Arminia,22,1998,14.1,6,0,0,39,30,0,3,15,27,0,0,0,187,48,15,76.2
264,Ahmed Kutucu\beda9675,tr TUR,FWMF,Schalke 04,20,2000,1.2,1,0,0,3,1,0,2,0,0,0,0,0,4,5,6,45.5
265,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,20,2000,28.8,5,0,0,29,31,1,7,76,34,0,0,0,344,71,63,53.0
266,Konrad Laimer\c1b7847c,at AUT,DFFW,RB Leipzig,23,1997,0.9,0,0,0,4,2,1,1,1,2,0,0,0,12,2,1,66.7
267,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,27,1992,30.8,2,0,0,31,26,1,83,40,39,1,2,0,208,40,33,54.8
268,Michael Langer\d20f088b,at AUT,GK,Schalke 04,35,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
269,Danny Latza\33b554b7,de GER,MF,Mainz 05,30,1989,20.0,8,0,0,40,31,1,16,27,31,0,0,0,228,27,38,41.5
270,Valentino Lazaro\016ff750,at AUT,DFFW,M'Gladbach,24,1996,13.8,3,0,0,8,12,3,26,18,9,0,0,0,105,17,20,45.9
271,Mathew Leckie\b93b7882,au AUS,FWDF,Hertha BSC,29,1991,5.6,0,0,0,9,6,2,6,11,9,0,0,0,49,18,21,46.2
272,Christopher Lenz\bbd86530,de GER,DF,Union Berlin,25,1994,25.0,3,0,0,35,20,2,72,33,40,0,0,0,262,40,35,53.3
273,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,31,1988,27.3,4,0,0,41,35,21,22,7,13,2,0,0,116,54,57,48.6
274,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,24,1996,33.3,4,0,0,17,37,3,1,44,15,0,0,0,292,68,48,58.6
275,Dimitris Limnios\62c7067a,gr GRE,MFFW,Köln,22,1998,4.2,0,0,0,7,12,1,9,1,5,0,0,0,28,3,6,33.3
276,Niklas Lomb\9321b8ed,de GER,GK,Leverkusen,27,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
277,Eduard Löwen\70678132,de GER,MFDF,Hertha BSC,23,1997,0.9,0,0,0,2,0,0,3,1,4,0,0,0,16,0,1,0.0
278,Jan Luca Schuler\6ca598d5,de GER,FW,Schalke 04,21,1999,0.4,0,0,0,1,0,0,0,0,1,0,0,0,2,4,8,33.3
279,Anderson Lucoqui\5569bf9a,ao ANG,DF,Arminia,23,1997,17.8,5,0,0,28,41,0,10,16,24,0,0,0,195,31,25,55.4
280,Kilian Ludewig\9b1b7d78,de GER,DF,Schalke 04,20,2000,5.8,1,0,0,10,3,2,7,4,5,0,0,0,48,5,7,41.7
281,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Hertha BSC,22,1997,20.6,4,1,1,34,33,20,26,10,14,0,0,0,109,27,33,45.0
282,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,33,1987,30.8,1,0,0,1,3,0,0,0,0,0,1,0,141,0,0,
283,Tim Maciejewski\bfd522a6,de GER,MF,Union Berlin,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,Luca Mack\81868f73,de GER,MF,Stuttgart,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7
285,Mikail Maden\fc0f3ef3,no NOR,FW,Schalke 04,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
286,Arne Maier\ab700320,de GER,MF,Hertha BSC,21,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0
287,Arne Maier\ab700320,de GER,MF,Arminia,21,1999,11.5,0,0,0,4,8,2,10,9,14,0,0,0,117,5,5,50.0
288,Yunus Mallı\f3722c97,tr TUR,MF,Wolfsburg,28,1992,0.6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0
289,Orel Mangala\a572e291,be BEL,MF,Stuttgart,22,1998,23.4,4,0,0,36,37,0,10,27,18,0,0,0,225,9,13,40.9
290,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,23,1997,2.9,0,0,0,3,0,0,13,3,2,0,0,0,17,0,2,0.0
292,Javi Martínez\7f97771d,es ESP,DFMF,Bayern Munich,31,1988,5.2,0,0,0,2,9,0,1,11,5,0,0,0,61,20,7,74.1
293,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,22,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
294,Omar Mascarell\11fd2b75,es ESP,MF,Schalke 04,27,1993,19.6,6,0,0,27,9,0,5,36,21,0,0,0,222,33,25,56.9
295,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,19,2000,8.4,2,0,0,5,11,7,7,12,14,0,0,0,66,11,12,47.8
296,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Mainz 05,23,1997,11.1,2,0,0,9,9,13,4,1,5,1,0,0,50,23,32,41.8
297,Rabbi Matondo\33144cc5,wls WAL,FWMF,Schalke 04,19,2000,2.4,0,0,0,2,1,1,1,2,3,0,0,0,11,1,2,33.3
298,Henning Matriciani\ab3f1bdf,de GER,DF,Schalke 04,20,2000,0.3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
299,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,22,1997,16.3,5,0,0,23,17,1,5,41,22,0,1,0,201,49,16,75.4
300,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,31,1989,9.1,2,0,0,6,11,9,1,3,6,0,0,0,37,15,19,44.1
301,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,25,1995,18.2,7,0,0,46,19,1,55,23,31,0,0,0,184,38,28,57.6
302,Jean-Manuel Mbom\1a5d7cb9,de GER,MFDF,Werder Bremen,20,2000,12.9,7,0,0,39,18,2,14,14,15,0,1,0,88,34,24,58.6
303,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,22,1997,7.1,5,1,0,10,4,0,6,8,17,0,0,0,66,4,19,17.4
304,Joshua Mees\4b6dd263,de GER,FW,Union Berlin,24,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
305,Admir Mehmedi\b500b384,ch SUI,MFFW,Wolfsburg,29,1991,9.1,0,0,0,22,20,9,20,6,12,0,0,0,73,5,21,19.2
306,Hamza Mendyl\f99fe221,ma MAR,FWDF,Schalke 04,22,1997,1.1,1,0,0,4,0,0,2,1,1,0,0,0,5,2,5,28.6
307,Levent Mercan\33340bd6,de GER,FW,Schalke 04,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,Jorge Meré\9f979eb2,es ESP,DF,Köln,23,1997,14.4,2,0,0,6,8,0,0,23,14,0,0,0,142,41,36,53.2
309,Thomas Meunier\e162b013,be BEL,DF,Dortmund,28,1991,16.4,3,0,0,16,4,3,49,16,26,1,0,0,152,21,17,55.3
310,Max Meyer\eba42d2b,de GER,MF,Köln,24,1995,3.9,0,0,0,3,3,0,5,3,5,0,0,0,47,3,7,30.0
311,Jonas Michel Dirkner\d699d8ef,de GER,MF,Hertha BSC,18,2002,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
312,Jonas Michelbrink\f95d2f9d,de GER,MF,Hertha BSC,19,2001,0.4,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,100.0
313,Maximilian Mittelstädt\88d4144a,de GER,DF,Hertha BSC,23,1997,20.0,3,0,0,25,23,1,49,52,36,0,2,0,212,23,20,53.5
314,Anthony Modeste\34e4343c,fr FRA,FWMF,Köln,32,1988,2.5,1,0,0,1,6,3,0,0,0,0,1,0,13,16,12,57.1
315,Kevin Möhwald\a5ce09f2,de GER,MF,Werder Bremen,27,1993,17.3,4,1,1,22,31,0,15,41,16,0,1,0,166,23,4,85.2
316,Niklas Moisander\00844823,fi FIN,DF,Werder Bremen,34,1985,13.6,3,0,0,21,9,0,1,28,11,0,0,1,152,20,16,55.6
317,Alkhaly Momo Cissé\c51e68be,gn GUI,DFFW,Stuttgart,17,2002,0.4,1,0,0,2,0,0,0,0,1,0,0,0,4,0,3,0.0
318,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,30,1989,3.0,0,0,0,11,1,1,0,8,2,0,0,0,30,5,5,50.0
319,Mateu Morey\5fd5e542,es ESP,DF,Dortmund,20,2000,9.2,1,0,0,14,8,1,22,17,7,0,0,0,73,5,5,50.0
320,Youssoufa Moukoko\6ce43701,de GER,FWMF,Dortmund,15,2004,4.7,0,0,0,10,8,4,3,0,2,0,0,0,23,2,5,28.6
321,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,22,1997,18.6,5,0,0,42,28,2,40,28,20,1,0,0,180,62,32,66.0
322,Florian Müller\cbac6ec9,de GER,GK,Freiburg,22,1997,31.0,0,0,0,0,1,0,0,1,0,0,0,0,170,0,0,
323,Sebastian Müller\d3585b17,de GER,MFDF,Arminia,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,30,1989,29.7,0,0,0,25,28,13,98,18,33,1,0,0,183,54,84,39.1
325,Petar Musa\4567a0b4,hr CRO,FW,Union Berlin,22,1998,7.9,2,0,0,27,14,7,4,4,12,0,0,0,52,48,47,50.5
326,Jamal Musiala\2c0558b8,de GER,FWMF,Bayern Munich,17,2003,9.8,0,0,0,13,22,2,10,22,15,0,0,0,87,7,19,26.9
327,Shkodran Mustafi\3f2d59fe,de GER,DF,Schalke 04,28,1992,11.5,1,0,0,11,14,2,0,27,8,0,0,1,99,51,31,62.2
328,Phillipp Mwene\2ff76adc,at AUT,DF,Mainz 05,26,1994,18.6,3,0,0,32,17,1,53,24,34,0,1,0,135,14,22,38.9
329,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,20,1999,22.7,10,0,0,35,31,0,11,47,21,0,0,0,257,74,32,69.8
330,Matija Nastasić\f35430a4,rs SRB,DF,Schalke 04,27,1993,13.6,2,0,0,19,3,0,0,15,6,0,2,0,96,30,17,63.8
331,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,17,2002,0.6,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,
332,Luca Netz\e79269bd,de GER,DFMF,Hertha BSC,17,2003,3.4,0,0,0,0,2,0,10,2,7,0,0,0,30,5,4,55.6
333,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,34,1986,33.0,1,0,0,1,2,0,0,1,0,0,1,0,214,0,0,
334,Florian Neuhaus\36a59ba4,de GER,MF,M'Gladbach,23,1997,29.1,9,0,0,26,50,1,6,46,31,0,2,0,295,19,23,45.2
335,Jessic Ngankam\bc249af8,de GER,FW,Hertha BSC,20,2000,3.3,1,0,0,9,7,2,1,1,4,0,0,0,15,2,14,12.5
336,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,24,1996,31.8,10,1,1,51,11,2,27,40,35,0,3,0,291,71,52,57.7
337,Florian Niederlechner\d6862409,de GER,FW,Augsburg,29,1990,19.3,3,1,1,22,45,22,9,6,8,1,1,0,82,33,74,30.8
338,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,26,1994,24.0,1,0,0,16,13,1,2,26,25,0,0,1,225,87,42,67.4
339,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,22,1997,21.0,2,0,0,40,51,15,49,11,17,1,0,0,130,34,36,48.6
340,Håvard Nordtveit\6cafd68d,no NOR,DF,Hoffenheim,30,1990,7.8,1,0,0,5,5,0,0,5,2,0,1,0,86,32,13,71.1
341,Alexander Nübel\afb0c500,de GER,GK,Bayern Munich,23,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
342,Kasim Nuhu\93a50d2c,gh GHA,DF,Hoffenheim,25,1995,11.0,0,0,0,10,6,0,2,9,7,0,1,2,129,28,23,54.9
343,Bastian Oczipka\d1661819,de GER,DF,Schalke 04,31,1989,21.4,1,0,0,14,18,1,40,31,23,0,0,0,179,21,24,46.7
344,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,24,1996,10.2,0,0,0,4,8,2,5,8,11,1,0,0,69,10,17,37.0
345,Dani Olmo\ae44e8e2,es ESP,MFFW,RB Leipzig,22,1998,24.4,1,0,0,22,46,2,23,24,22,1,0,0,234,25,33,43.1
346,Karim Onisiwo\f26834c7,at AUT,FW,Mainz 05,28,1992,20.5,2,0,0,39,36,17,37,10,20,1,0,0,104,62,91,40.5
347,Willi Orban\20030c06,hu HUN,DF,RB Leipzig,27,1992,26.3,4,0,0,15,17,3,4,35,26,1,0,0,329,127,54,70.2
348,Stefan Ortega\c1242d4e,de GER,GK,Arminia,27,1992,34.0,1,0,0,0,3,0,0,0,1,0,0,0,244,0,0,
349,Yuya Osako\f69fba57,jp JPN,MFFW,Werder Bremen,30,1990,8.5,3,0,0,19,18,5,5,6,8,0,0,0,45,22,25,46.8
350,Paulo Otávio\1cbe4984,br BRA,DF,Wolfsburg,25,1994,19.3,7,1,0,27,33,0,55,41,40,0,1,0,180,32,34,48.5
351,Reece Oxford\8b6e0db2,eng ENG,DF,Augsburg,21,1998,15.1,2,0,0,19,18,0,1,39,15,0,2,0,115,61,42,59.2
352,Salih Özcan\15413fa5,de GER,MFFW,Köln,22,1998,15.2,3,0,0,40,50,4,10,21,17,0,1,0,169,32,36,47.1
353,Levin Öztunalı\66385c46,de GER,DFFW,Mainz 05,24,1996,8.4,0,0,0,7,6,4,18,15,16,0,0,0,58,9,6,60.0
354,Gonçalo Paciência\962e54cb,pt POR,FW,Schalke 04,25,1994,8.3,2,0,0,14,15,10,9,2,7,0,0,0,28,21,44,32.3
355,Exequiel Palacios\e82adcab,ar ARG,MF,Leverkusen,21,1998,6.4,1,0,0,12,18,0,1,15,17,0,0,0,71,3,6,33.3
356,Matondo-Merveille Papela\b4b08774,de GER,DF,Mainz 05,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,Felix Passlack\5c899683,de GER,DF,Dortmund,22,1998,4.0,0,0,0,4,7,1,7,4,8,0,0,0,41,0,6,0.0
358,Paulinho\53070b63,br BRA,FW,Leverkusen,20,2000,0.7,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,100.0
359,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,24,1996,21.6,3,0,0,21,25,0,57,31,26,0,1,0,204,49,21,70.0
360,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,28,1992,34.0,2,0,0,2,4,0,0,0,0,0,1,0,173,0,1,0.0
361,Vasileios Pavlidis\75422cbf,gr GRE,FW,Schalke 04,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
362,Mads Pedersen\582a5247,dk DEN,DF,Augsburg,23,1996,9.9,1,0,0,18,16,0,12,19,16,1,1,0,96,8,15,34.8
363,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,33,1986,18.8,4,0,0,13,19,1,34,20,11,0,0,0,146,17,12,58.6
364,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,35,1985,3.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
365,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,32,1987,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
366,Nils Petersen\f93e6e94,de GER,FW,Freiburg,31,1988,14.5,0,0,0,16,7,6,3,3,10,0,0,0,51,41,96,29.9
367,Lukas Petkov\f503ef6e,de GER,MF,Augsburg,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,Maximilian Philipp\061e8e23,de GER,MF,Wolfsburg,26,1994,12.3,3,0,0,18,13,6,9,8,5,0,0,0,62,12,14,46.2
369,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,25,1995,18.1,4,0,0,44,27,20,4,6,5,0,0,0,70,51,77,39.8
370,Amos Pieper\526ea7cc,de GER,DF,Arminia,22,1998,29.8,6,0,0,22,28,1,2,36,41,0,3,0,281,81,73,52.6
371,Łukasz Piszczek\fe2db476,pl POL,DF,Dortmund,35,1985,5.1,0,0,0,1,3,0,6,9,10,0,0,0,36,7,6,53.8
372,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,28,1992,11.9,1,0,0,11,10,0,45,6,13,0,0,0,67,8,4,66.7
373,Alassane Pléa\bc6bd723,fr FRA,FW,M'Gladbach,27,1993,20.0,2,0,0,23,33,21,37,7,9,0,0,0,86,34,38,47.2
374,Joel Pohjanpalo\ea003d07,fi FIN,FW,Union Berlin,25,1994,9.5,0,0,0,9,9,12,3,1,2,0,0,0,38,38,52,42.2
375,Joel Pohjanpalo\ea003d07,fi FIN,MF,Leverkusen,25,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376,Marin Pongračić\2a6cd437,hr CRO,DF,Wolfsburg,22,1997,6.4,2,1,1,13,3,0,0,22,9,0,0,0,64,17,10,63.0
377,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,23,1997,23.5,11,1,1,42,12,1,18,29,32,0,0,0,239,53,34,60.9
378,Yussuf Poulsen\d2416c2e,dk DEN,FW,RB Leipzig,26,1994,15.0,1,0,0,25,34,9,10,7,2,1,0,0,80,39,45,46.4
379,Manuel Prietl\901c0f97,at AUT,MF,Arminia,28,1991,28.0,3,0,0,42,12,0,4,38,48,0,0,0,282,37,34,52.1
380,Grischa Prömel\924f9191,de GER,MF,Union Berlin,25,1995,20.2,7,0,0,36,53,6,5,31,27,1,0,0,221,25,23,52.1
381,Robin Quaison\74c7c2db,se SWE,FWMF,Mainz 05,26,1993,16.4,1,0,0,21,12,3,6,9,9,0,0,0,92,23,55,29.5
